transaction_text,category
Crypto investment INR 33133 TXN693a39e9,investment
Gas bill payment INR 41676 TXN4244748d,utilities
Electronics shopping INR 17942 TXNa0ae3e35,shopping
Fixed deposit investment INR 22439 TXN0e5adb49,investment
PPF contribution INR 39339 TXNd7b79f03,investment
Electricity bill payment INR 45390 TXN16d0b3b0,utilities
Home loan EMI INR 39947 TXN8eec7602,emi
College fees payment INR 677 TXNa779256a,education
Credit card EMI INR 36474 TXN2933bc80,emi
Library fee INR 35316 TXNc43ce945,education
Bus ticket INR 42731 TXN44243e94,travel
Hotel booking INR 2078 TXN52eaa209,travel
College fees payment INR 23183 TXN7bf60d39,education
Pharmacy medicine purchase INR 25396 TXNd9a1a14e,healthcare
Home loan EMI INR 8226 TXN4a973afe,emi
Exam fee INR 12697 TXN8d6ff98b,education
College fees payment INR 14567 TXN91979351,education
Lunch at hotel INR 18474 TXN8f893ede,food
Water bill INR 5946 TXN49d17672,utilities
Flipkart order INR 15402 TXNb4699a78,shopping
Exam fee INR 2461 TXN9d61260f,education
Electronics shopping INR 46190 TXN25487904,shopping
Mutual fund SIP INR 12900 TXN2f4b2d93,investment
Hospital bill INR 18226 TXN4f690ce0,healthcare
Game purchase INR 11222 TXNfce4c54b,entertainment
Movie ticket booking INR 43293 TXNf6f84e50,entertainment
Home loan EMI INR 38595 TXN4651936a,emi
Home loan EMI INR 8401 TXN695aaaeb,emi
Online shopping payment INR 14989 TXN0a9b1115,shopping
Concert ticket INR 12623 TXNc6442e61,entertainment
Pizza delivery INR 44466 TXN044ecd4f,food
Concert ticket INR 44659 TXNab65c542,entertainment
Game purchase INR 178 TXN8a2acaa9,entertainment
Hospital bill INR 21218 TXN0d071881,healthcare
Medical test charges INR 18009 TXNd111358c,healthcare
Bus ticket INR 34016 TXNa5edf5fb,travel
Library fee INR 23739 TXN6fb2e02c,education
Netflix subscription INR 47315 TXN5c1b10a9,entertainment
Mutual fund SIP INR 18264 TXNc2fb379f,investment
Medical test charges INR 20775 TXNf39798c5,healthcare
Cafe coffee INR 12803 TXNdf1271d6,food
Electricity bill payment INR 37524 TXN9d0c8e50,utilities
Pizza delivery INR 14836 TXNbd647d08,food
Hospital bill INR 16432 TXN6549d357,healthcare
Stock purchase INR 21626 TXN458e1770,investment
Amazon purchase INR 41075 TXN4ee74dd8,shopping
Uber ride INR 31505 TXN5f344975,travel
Hospital bill INR 38882 TXNd0cc0d0d,healthcare
Gas bill payment INR 16247 TXN5ade4de3,utilities
Train ticket IRCTC INR 15671 TXN88520f64,travel
Electricity bill payment INR 21912 TXN54b9964e,utilities
Movie ticket booking INR 4828 TXN50ce79b4,entertainment
College fees payment INR 41032 TXN7890c414,education
College fees payment INR 5655 TXNc256da4e,education
Swiggy order INR 24782 TXNcb957fdd,food
Electricity bill payment INR 8408 TXN13a33f0b,utilities
Lunch at hotel INR 29011 TXN458890e9,food
Restaurant bill INR 40075 TXN476f6b0d,food
Hospital bill INR 6723 TXNd27c4380,healthcare
Food court payment INR 3471 TXN726cbe75,food
Electronics shopping INR 26374 TXN77c100a8,shopping
Hotel booking INR 49330 TXNcda540cc,travel
Doctor consultation INR 39343 TXNe0cc662c,healthcare
Cafe coffee INR 25210 TXN56aa2a93,food
Library fee INR 40696 TXNdb94d094,education
Flight ticket booking INR 42708 TXN23a40bf3,travel
Cafe coffee INR 33946 TXN892d660e,food
Mobile recharge INR 12664 TXNa797de8a,utilities
Uber ride INR 855 TXNb08c9b39,travel
Hotel booking INR 12738 TXN8ddc2411,travel
Bike loan EMI INR 16845 TXNb3599520,emi
Internet recharge INR 31598 TXNe987b3ed,utilities
Online course subscription INR 15985 TXN40ea3494,education
Home loan EMI INR 4014 TXN3d8c3f71,emi
Personal loan installment INR 38357 TXN8f071dbb,emi
Pharmacy medicine purchase INR 20444 TXNfe26d6d0,healthcare
Movie ticket booking INR 9710 TXNb5ffab86,entertainment
Exam fee INR 39589 TXN01b08e98,education
Gas bill payment INR 24221 TXN2a44c425,utilities
Food court payment INR 38482 TXN5d708c5b,food
Home loan EMI INR 15607 TXN8aa4112d,emi
Netflix subscription INR 27710 TXN29d36b58,entertainment
Water bill INR 13181 TXN849d916f,utilities
Mutual fund SIP INR 22433 TXN37937191,investment
PPF contribution INR 45583 TXN078e9a8c,investment
Exam fee INR 37956 TXN94c98391,education
Mobile recharge INR 19686 TXN551e44d6,utilities
Pharmacy medicine purchase INR 10685 TXNb6e28138,healthcare
Train ticket IRCTC INR 2815 TXN49d2dc19,travel
Online course subscription INR 292 TXNab6b9920,education
Stock purchase INR 30624 TXN43f3d6a4,investment
Stock purchase INR 31556 TXNb1881e40,investment
Internet recharge INR 13505 TXN9afcf627,utilities
Doctor consultation INR 490 TXN2fc5f34e,healthcare
Electricity bill payment INR 4882 TXNd84596ae,utilities
Electricity bill payment INR 36402 TXN380b21ec,utilities
Ola cab INR 19093 TXN74439088,travel
Online course subscription INR 41425 TXNf2530602,education
Electricity bill payment INR 1995 TXN17353af7,utilities
Stock purchase INR 18668 TXN8b11c11f,investment
Car loan EMI INR 17220 TXN9f5e09a0,emi
Personal loan installment INR 36390 TXNc3e99041,emi
Stock purchase INR 12894 TXNeeded05c,investment
Zomato dinner INR 17206 TXN6488572e,food
Uber ride INR 44447 TXN6ddb7942,travel
Credit card EMI INR 42967 TXN258dcaea,emi
Flight ticket booking INR 13828 TXN0b8518a0,travel
Electronics shopping INR 15788 TXN5c75e366,shopping
Gas bill payment INR 43363 TXN7e82078a,utilities
Bike loan EMI INR 40892 TXN3e2653ad,emi
Hospital bill INR 7815 TXN5083d1d8,healthcare
Car loan EMI INR 12478 TXNb0d92359,emi
Crypto investment INR 24835 TXN41f172e8,investment
Gas bill payment INR 39342 TXNbfce8374,utilities
Doctor consultation INR 3077 TXN47e6b86d,healthcare
Crypto investment INR 19329 TXN70c72526,investment
Personal loan installment INR 16248 TXN7059fa00,emi
Pizza delivery INR 18404 TXNe096438b,food
Bike loan EMI INR 38328 TXN30a92b2f,emi
Online course subscription INR 47714 TXN6ea37fb9,education
Train ticket IRCTC INR 43533 TXN266fd275,travel
Ola cab INR 33382 TXN6036dd35,travel
Pharmacy medicine purchase INR 32725 TXN47e35473,healthcare
Game purchase INR 11780 TXNc36e9ad1,entertainment
Gas bill payment INR 34487 TXN74cbc2dd,utilities
Library fee INR 31098 TXN9a7b3f73,education
Online shopping payment INR 26326 TXNed8e7763,shopping
Zomato dinner INR 14436 TXN2b95c2fa,food
PPF contribution INR 15410 TXNffe7157a,investment
Doctor consultation INR 20103 TXN34eb037a,healthcare
Medical test charges INR 37495 TXNe9c193a3,healthcare
Personal loan installment INR 16730 TXNbb09331e,emi
Netflix subscription INR 8853 TXNba085a43,entertainment
Flight ticket booking INR 29181 TXN82e14f76,travel
Concert ticket INR 15134 TXN95a5a025,entertainment
Cafe coffee INR 33621 TXN4b2c517a,food
Internet recharge INR 29616 TXN850f811f,utilities
Library fee INR 26851 TXN391f6146,education
Internet recharge INR 20826 TXN24445288,utilities
Electronics shopping INR 1669 TXN13fef298,shopping
Credit card EMI INR 15371 TXN98cb5b51,emi
Amazon purchase INR 23583 TXNce96de92,shopping
Flight ticket booking INR 32933 TXNaad6ff2c,travel
Netflix subscription INR 18165 TXNf726cb3b,entertainment
Mutual fund SIP INR 7821 TXN62fe070a,investment
Flight ticket booking INR 2558 TXNc11dd494,travel
Movie ticket booking INR 21923 TXN95b3d8de,entertainment
Fixed deposit investment INR 16435 TXN2cadda24,investment
Clothing store bill INR 12543 TXNc48c31fb,shopping
Bike loan EMI INR 17163 TXN0335b631,emi
Lunch at hotel INR 19676 TXNfbd1e97a,food
Clothing store bill INR 26514 TXN8175bdc7,shopping
Hospital bill INR 30983 TXN2c191637,healthcare
Movie ticket booking INR 26100 TXN308172b3,entertainment
Stock purchase INR 47454 TXN973b710b,investment
PPF contribution INR 15367 TXNf7d560b2,investment
Game purchase INR 47400 TXNed52c819,entertainment
Exam fee INR 5677 TXN38b24f49,education
Water bill INR 28151 TXN97bf0757,utilities
Doctor consultation INR 28799 TXNc67dd7d6,healthcare
College fees payment INR 24606 TXNbf2e449d,education
Bike loan EMI INR 8461 TXN9bf0862d,emi
Amazon purchase INR 32804 TXNbe90e661,shopping
Gas bill payment INR 14827 TXN0c4a95b9,utilities
Medical test charges INR 44992 TXNea7ff856,healthcare
Pharmacy medicine purchase INR 21419 TXN113dc973,healthcare
Food court payment INR 2160 TXN2dbc1055,food
Car loan EMI INR 21693 TXNb41c26e3,emi
Medical test charges INR 13432 TXNae2ff061,healthcare
Hospital bill INR 35078 TXN2b4cc59e,healthcare
Doctor consultation INR 31165 TXNc049d66a,healthcare
Flight ticket booking INR 37373 TXN6588b3a3,travel
Exam fee INR 6160 TXN3a803b85,education
Home loan EMI INR 44279 TXN9848e378,emi
Movie ticket booking INR 2151 TXN011376ae,entertainment
College fees payment INR 12285 TXN793cb84d,education
Mutual fund SIP INR 25339 TXNeaa3b37a,investment
Flipkart order INR 15322 TXN61817b71,shopping
Online shopping payment INR 4636 TXN7efdad0b,shopping
College fees payment INR 24209 TXNb0b5157c,education
Netflix subscription INR 11310 TXNa14c41d4,entertainment
Internet recharge INR 25681 TXNecd98808,utilities
Home loan EMI INR 8513 TXNc83a6324,emi
Game purchase INR 31392 TXNf9d416af,entertainment
Train ticket IRCTC INR 13581 TXNc25f31c8,travel
Car loan EMI INR 20350 TXN0dae1e72,emi
Medical test charges INR 10455 TXN6803fcdf,healthcare
Online shopping payment INR 13352 TXN18e07bfb,shopping
Game purchase INR 18101 TXN86ced98b,entertainment
Mutual fund SIP INR 9401 TXN957fdffb,investment
College fees payment INR 26214 TXNc3863027,education
Crypto investment INR 21604 TXN9f956520,investment
Library fee INR 30373 TXN1c5caafe,education
Pizza delivery INR 6020 TXN718971df,food
Electronics shopping INR 22776 TXNc20f7725,shopping
Electronics shopping INR 40225 TXNed744ea0,shopping
Credit card EMI INR 16377 TXN04b36ebb,emi
Bike loan EMI INR 48103 TXN920b20b4,emi
Medical test charges INR 25259 TXN82eedafe,healthcare
Bike loan EMI INR 6310 TXN30d5fa32,emi
Hospital bill INR 15758 TXN8fa9f2f7,healthcare
Personal loan installment INR 41212 TXNcd478af2,emi
Concert ticket INR 43740 TXN40fae35b,entertainment
Bus ticket INR 47664 TXNcdda9a79,travel
PPF contribution INR 27003 TXNc944a7bf,investment
Netflix subscription INR 24215 TXN1906938d,entertainment
Uber ride INR 33106 TXN0c016798,travel
Internet recharge INR 29602 TXN412c21fc,utilities
Personal loan installment INR 13640 TXN0f295264,emi
Netflix subscription INR 30338 TXN9bbd3a8d,entertainment
Swiggy order INR 41918 TXN7cb0d07e,food
Library fee INR 22571 TXN87af4213,education
Doctor consultation INR 26046 TXNf83ebe76,healthcare
Swiggy order INR 16473 TXN6f426398,food
Bus ticket INR 8994 TXN9150c7f3,travel
Internet recharge INR 31819 TXN3ca0fb93,utilities
College fees payment INR 5459 TXN1109f7a9,education
Movie ticket booking INR 46815 TXN57ae2e2a,entertainment
Online course subscription INR 30903 TXNe6241e45,education
Flipkart order INR 11229 TXN655bca08,shopping
Food court payment INR 6637 TXNf35cad52,food
Personal loan installment INR 8186 TXNbc5fdfad,emi
Game purchase INR 11089 TXN1409d26d,entertainment
Bus ticket INR 784 TXNadd6706b,travel
Flipkart order INR 28928 TXN3b76912c,shopping
Water bill INR 14249 TXN201f231c,utilities
Pizza delivery INR 34934 TXNad85b5e9,food
PPF contribution INR 45711 TXNb281699f,investment
Lunch at hotel INR 41651 TXNd11baeca,food
Netflix subscription INR 25649 TXN7cdadad0,entertainment
Electronics shopping INR 3485 TXNa6e760c2,shopping
Swiggy order INR 24782 TXNa3cf412f,food
Stock purchase INR 24602 TXN8bbc1ee5,investment
Stock purchase INR 6039 TXNe486f90e,investment
Cafe coffee INR 1881 TXNcc578906,food
Restaurant bill INR 12642 TXNe5ea45bd,food
Ola cab INR 6380 TXNcce3fa42,travel
Car loan EMI INR 2934 TXN1fc73c51,emi
Hospital bill INR 21489 TXN7bda0ef3,healthcare
Mobile recharge INR 41127 TXNbd7e35ca,utilities
Crypto investment INR 13623 TXN35fea48f,investment
Game purchase INR 28091 TXNb34b6d27,entertainment
Ola cab INR 14060 TXN2d016a3a,travel
Flight ticket booking INR 21242 TXNec4423da,travel
Home loan EMI INR 26404 TXN16059d19,emi
Electricity bill payment INR 25555 TXNd3a2e4c8,utilities
PPF contribution INR 14474 TXNcaba8b8f,investment
Bus ticket INR 18298 TXN211e7e4b,travel
Electricity bill payment INR 4462 TXN578752a2,utilities
PPF contribution INR 19811 TXNe01d0582,investment
College fees payment INR 46746 TXNe6e639aa,education
Movie ticket booking INR 16561 TXNee664e37,entertainment
Hotel booking INR 21306 TXN019cd95a,travel
Doctor consultation INR 21811 TXN21aa12aa,healthcare
Personal loan installment INR 43721 TXNa9362af9,emi
College fees payment INR 22011 TXNce0fc5ab,education
Food court payment INR 38390 TXN983ba756,food
Library fee INR 33540 TXN57e8a30b,education
Crypto investment INR 38550 TXN262cc0a4,investment
Zomato dinner INR 1440 TXN6c671ed0,food
Flight ticket booking INR 15542 TXNa6238e28,travel
Doctor consultation INR 40666 TXNcd6d7f22,healthcare
Uber ride INR 9064 TXNacd2ea29,travel
Internet recharge INR 19488 TXN4940304b,utilities
Stock purchase INR 24675 TXN87237520,investment
Mutual fund SIP INR 15651 TXNcdeb6140,investment
Exam fee INR 8849 TXN46afe94e,education
Clothing store bill INR 42229 TXNcac10c19,shopping
Food court payment INR 27240 TXNc78c0d73,food
Amazon purchase INR 15058 TXN485674ca,shopping
Gas bill payment INR 15926 TXNbe35a01c,utilities
Crypto investment INR 3593 TXN5b7af70b,investment
Stock purchase INR 39900 TXN1ee46223,investment
Pharmacy medicine purchase INR 12078 TXN70615bfb,healthcare
College fees payment INR 4284 TXNceaee162,education
College fees payment INR 12663 TXN9f7450ef,education
Pizza delivery INR 9325 TXN28cefdef,food
Stock purchase INR 6063 TXN7b8774af,investment
Bike loan EMI INR 36019 TXN1d309ffe,emi
Stock purchase INR 33304 TXNa0269dc9,investment
Train ticket IRCTC INR 47562 TXNba927dc9,travel
Exam fee INR 10808 TXN21d257bd,education
Stock purchase INR 27838 TXN71627a7e,investment
Bike loan EMI INR 16366 TXN937956b7,emi
Clothing store bill INR 37826 TXNabbed874,shopping
Online course subscription INR 17866 TXN9306e3a5,education
College fees payment INR 23615 TXN4954281a,education
Medical test charges INR 11044 TXN84a2e70a,healthcare
Library fee INR 27751 TXNa67e01e7,education
Game purchase INR 49878 TXN5eed46e8,entertainment
Credit card EMI INR 1348 TXN18962fb6,emi
Medical test charges INR 5504 TXNe9ee262f,healthcare
Online shopping payment INR 35255 TXNbb89690b,shopping
Bike loan EMI INR 47671 TXN5bd88a20,emi
Personal loan installment INR 24983 TXNb39d4eac,emi
Exam fee INR 29777 TXN0c400677,education
Electronics shopping INR 36890 TXNfe2dd37b,shopping
College fees payment INR 21888 TXNee50f2d5,education
Credit card EMI INR 12876 TXN77ec04c0,emi
Car loan EMI INR 323 TXN92c10d12,emi
Lunch at hotel INR 32863 TXNeea4fed3,food
Internet recharge INR 26562 TXNba036d8b,utilities
Medical test charges INR 48690 TXN81248d2a,healthcare
Internet recharge INR 32133 TXN3294c9cc,utilities
Online shopping payment INR 4718 TXN1453159c,shopping
Hospital bill INR 8207 TXNc5c4891b,healthcare
Doctor consultation INR 12778 TXNa2508a27,healthcare
Pharmacy medicine purchase INR 49305 TXN1a23cab8,healthcare
Mobile recharge INR 46523 TXN00634c14,utilities
Exam fee INR 45692 TXN58b671b2,education
Pizza delivery INR 25303 TXN483b3d39,food
Doctor consultation INR 15932 TXNd8839b7e,healthcare
College fees payment INR 23735 TXN5ab65975,education
Pizza delivery INR 43675 TXN743ab966,food
Personal loan installment INR 39727 TXNd5cc640b,emi
Online course subscription INR 16715 TXN8713ebae,education
Crypto investment INR 37952 TXN21f2bb41,investment
Home loan EMI INR 7700 TXNfc813e4e,emi
Bus ticket INR 46686 TXNe5c6729d,travel
Medical test charges INR 46322 TXNfb639900,healthcare
Hotel booking INR 12424 TXNaf07e885,travel
Doctor consultation INR 28025 TXN764678d4,healthcare
Clothing store bill INR 32860 TXN224b9b63,shopping
Game purchase INR 38459 TXN1b65a0d9,entertainment
Electronics shopping INR 49363 TXNe1bd0ad4,shopping
Uber ride INR 41742 TXNee954e1c,travel
Water bill INR 17680 TXN1caf308b,utilities
PPF contribution INR 45860 TXN50363287,investment
Amazon purchase INR 11086 TXNcd657e33,shopping
College fees payment INR 6398 TXN3193f8c2,education
Bus ticket INR 27433 TXNf46357bb,travel
Game purchase INR 42944 TXNde5a4d31,entertainment
Electronics shopping INR 11232 TXN23127cd5,shopping
Personal loan installment INR 12265 TXN4b1a1283,emi
Car loan EMI INR 31931 TXNbf567bca,emi
Bike loan EMI INR 7274 TXN3ec7677d,emi
Online course subscription INR 12215 TXN63009bd7,education
Mutual fund SIP INR 49196 TXNe49365f8,investment
Car loan EMI INR 17046 TXN3bd1e659,emi
Medical test charges INR 41130 TXNdd9541fe,healthcare
Bus ticket INR 10937 TXN17bd01ae,travel
Flight ticket booking INR 5666 TXN4d48d6d1,travel
Hospital bill INR 18187 TXN5b63b1f3,healthcare
Flight ticket booking INR 1994 TXNc87dfd8b,travel
PPF contribution INR 31847 TXNa206501b,investment
Uber ride INR 4051 TXN10153913,travel
Amazon purchase INR 43652 TXN3f504441,shopping
Swiggy order INR 13882 TXNf5900fdd,food
Netflix subscription INR 24669 TXN78594b18,entertainment
Concert ticket INR 31895 TXN1d8c93d9,entertainment
Exam fee INR 39658 TXNe9e01ad6,education
Pharmacy medicine purchase INR 24349 TXN05d1815d,healthcare
Gas bill payment INR 15752 TXN61dc5f69,utilities
Internet recharge INR 24851 TXNac01145b,utilities
Restaurant bill INR 21693 TXN4e2d72e8,food
Uber ride INR 29994 TXN5b19bdb7,travel
Doctor consultation INR 1732 TXNc6da86bf,healthcare
Hotel booking INR 18365 TXNd82578d8,travel
Fixed deposit investment INR 29666 TXN61c4bda9,investment
Library fee INR 43318 TXN499a0751,education
Mutual fund SIP INR 41866 TXNe1c9b029,investment
Electricity bill payment INR 41585 TXN45c4101b,utilities
Electricity bill payment INR 48272 TXNe42ff5c6,utilities
Internet recharge INR 15356 TXN47ac51fe,utilities
Library fee INR 48494 TXNe13804bf,education
Flight ticket booking INR 28093 TXN1ddc1e8f,travel
College fees payment INR 48171 TXN0a3e864a,education
Pharmacy medicine purchase INR 39841 TXN43c7d51f,healthcare
Stock purchase INR 34132 TXN2f046780,investment
Netflix subscription INR 8429 TXN1f843ad8,entertainment
College fees payment INR 19799 TXN871448f1,education
Game purchase INR 11063 TXN058e9acb,entertainment
College fees payment INR 31649 TXNe9148c82,education
Movie ticket booking INR 15998 TXNf4455067,entertainment
Stock purchase INR 49415 TXN71a4456f,investment
Uber ride INR 28551 TXN4691bee5,travel
Zomato dinner INR 21447 TXNd15ed8c7,food
Pharmacy medicine purchase INR 14492 TXNd825193a,healthcare
Electronics shopping INR 43998 TXNc6bff6f7,shopping
Bus ticket INR 8946 TXN8fb005e1,travel
Game purchase INR 5977 TXN75467f8e,entertainment
Water bill INR 37796 TXNe643d47d,utilities
Bus ticket INR 22543 TXN8422858e,travel
Medical test charges INR 42905 TXN67a07fa2,healthcare
Game purchase INR 15343 TXNf80b4d57,entertainment
Fixed deposit investment INR 7631 TXNbf81aa92,investment
Amazon purchase INR 7349 TXNd2665196,shopping
